停留所名,事業者名,バス系統
鳥大附属校,日ノ丸自動車（株）,"稲葉ヶ丘　鳥取駅〜岩倉, 鳥取大学　鳥取駅〜鳥大付属高校, 鳥取大学　鳥取駅〜白兎養護学校, 吉岡　鳥取駅〜矢橋, 中河原　鳥取駅〜山崎橋"
井津水,日ノ丸自動車（株）,鳥取大学　鳥取駅〜白兎養護学校
西地蔵町,琴浦町,琴浦町営バス船上山線
診療所前（琴浦町）,琴浦町,琴浦町営バス船上山線
地蔵町,琴浦町,琴浦町営バス船上山線
気高町総合支所,鳥取市,"鳥取市気高循環バス瑞穂宝木線, 鳥取市気高循環バス逢坂線, 鳥取市気高循環バス船磯線"
西坪,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
新住宅入口,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 湖山池　鳥取駅〜白兎養護学校, 中河原　鳥取駅〜山崎橋, イオン鳥取北"
気高町総合支所前,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
三津,日ノ丸自動車（株）,湖山池　鳥取駅〜白兎養護学校
安長,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋, イオン鳥取北"
赤碕駅,日ノ丸自動車（株）,赤碕　倉吉駅〜赤碕駅
赤碕駅,琴浦町,"琴浦町営バス船上山線, 琴浦町営バス琴浦海岸線"
相生町,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 鳥取砂丘コナン空港連絡バス, 中河原　鳥取駅〜山崎橋"
相生町,日本交通（株）,"30　大森中央病院線, 32　岩美岩井線, 32H　岩美岩井線, 33　岩美岩井線, 35・36H・37　十六本松線, 38・38H　北園団地線"
相生町,日本交通（株）・日ノ丸自動車（株）,39　鳥取砂丘線
横尾口,日本交通（株）,"32　岩美岩井線, 32H　岩美岩井線"
平田前,日ノ丸自動車（株）,日置　青谷町総合支所〜小畑上
宝木小学校,鳥取市,"鳥取市気高循環バス宝木河内線, 鳥取市気高循環バス瑞穂宝木線"
