停留所名,事業者名,バス系統
西・鯉,坂井市,坂井（十郷関）ルート
西野中,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線"
西野中,坂井市,浜四郷ルート
東新井,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
パープルタウン黒目北,坂井市,浜四郷ルート
黒目,京福バス（株）,"95　新保米納津線, 98　海岸線"
黒目区民館前,坂井市,浜四郷ルート
相生,坂井市,坂井（坂井西部）ルート
称名寺前,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線"
称名寺前,坂井市,浜四郷ルート
木部東,京福バス（株）,81　池見線
木部東,坂井市,坂井（坂井西部）ルート
木部東集落センター,坂井市,坂井（坂井西部）ルート
池見,京福バス（株）,81　池見線
池見,坂井市,三国坂井ルート
下蔵,坂井市,坂井（十郷関）ルート
長屋,坂井市,坂井（十郷関）ルート
パープルタウン黒目,坂井市,浜四郷ルート
黒目,坂井市,浜四郷ルート
川上,ケイカン交通（株）,竹田線
黒目第2,京福バス（株）,"95　新保米納津線, 98　海岸線"
下野神社,坂井市,浜四郷ルート
下野神社前,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線"
堀水,坂井市,長畝ルート
御油田,坂井市,坂井（十郷関）ルート
長屋,京福バス（株）,86　長屋線
里竹田,坂井市,長畝ルート
坪江,坂井市,長畝ルート
乗兼,坂井市,長畝ルート
上蔵,坂井市,坂井（十郷関）ルート
森瀬歯科前,坂井市,坂井（坂井西部）ルート
御油田,京福バス（株）,86　長屋線
乗兼,京福バス（株）,87　芦原丸岡永平寺線
米納津下,京福バス（株）,98　海岸線
折戸,坂井市,三国坂井ルート
米納津保育所口,京福バス（株）,95　新保米納津線
米納津保育所口,坂井市,浜四郷ルート
五本,坂井市,坂井（十郷関）ルート
米納津,京福バス（株）,98　海岸線
のうねの郷第二コミュニティセンター,坂井市,長畝ルート
河和田,坂井市,坂井（十郷関）ルート
下野,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線"
下野,坂井市,浜四郷ルート
沖野々,坂井市,浜四郷ルート
玄女,坂井市,長畝ルート
森瀬クリニック前,坂井市,坂井（坂井西部）ルート
山久保,ケイカン交通（株）,竹田線
たけくらべ前,ケイカン交通（株）,竹田線
米納津区民館,京福バス（株）,95　新保米納津線
米納津区民館,坂井市,浜四郷ルート
舟戸,坂井市,三国坂井ルート
いねす,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
島,坂井市,坂井（坂井西部）ルート
定旨,坂井市,坂井（十郷関）ルート
清永,坂井市,"三国坂井ルート, 春江北部東部ルート"
長畝,京福バス（株）,87　芦原丸岡永平寺線
下兵庫こうふく駅,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート"
島・堀越,坂井市,"三国坂井ルート, 春江北部東部ルート"
宇田,坂井市,長畝ルート
木部新保,坂井市,三国坂井ルート
米納津上,京福バス（株）,98　海岸線
上兵庫,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート"
北宮領,坂井市,坂井（十郷関）ルート
米納津大願寺前,坂井市,浜四郷ルート
山竹田公民館前,ケイカン交通（株）,竹田線
千田,坂井市,長畝ルート
坂井老人福祉センター,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
下長畝,坂井市,長畝ルート
坂井市役所,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
堀越,坂井市,春江北部東部ルート
中宮領・西宮領,坂井市,坂井（十郷関）ルート
横越,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線"
横越,坂井市,浜四郷ルート
東十郷コミュニティセンター,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
女形谷,ケイカン交通（株）,竹田線
宇田,京福バス（株）,86　長屋線
上長畝,坂井市,長畝ルート
井向,坂井市,春江北部東部ルート
長畝口,京福バス（株）,87　芦原丸岡永平寺線
一本田福所2区,坂井市,長畝ルート
砂子田,京福バス（株）,"16　川西三国線, 80　鶉三国線"
JR丸岡駅,京福バス（株）,82　丸岡永平寺線
JR丸岡駅,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
白方,京福バス（株）,98　海岸線
新庄,京福バス（株）,82　丸岡永平寺線
新庄,坂井市,"三国坂井ルート, 丸岡春江ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
朝日,坂井市,丸岡春江ルート
