停留所名,事業者名,バス系統
一寸榎,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
黒橋（荒尾）,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
鹿本商工裏,産交バス（株）,"山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅"
妙見,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
原部,産交バス（株）,"山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅"
助丸入口,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
鬼王,産交バス（株）,"玉名駅前〜北稜高校前〜坂下〜南関上町, くまもと県北病院〜新玉名駅〜坂下〜南関上町"
小原（山鹿）,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
塘,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
助丸,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
荒尾郵便局前,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
岩尻南,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
鹿本農高裏,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
万田中,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
方保田,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
