停留所名,事業者名,バス系統
羽根大敷前,高知東部交通（株）,安芸-ジオパーク線
長掛,高知高陵交通（株）,梼原〜松原線
荒瀬,（株）四万十交通,萩中〜大野見線
荒瀬,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
柚ノ川,（有）中土佐ハイヤー,コミュニティバス楠ノ川線
夫婦岩,高知東部交通（株）,室戸-甲浦線
オリノノ,（株）四万十交通,萩中〜大野見線
オリノノ,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
平田岩,高知東部交通（株）,安芸-ジオパーク線
上久万秋,（株）四万十交通,萩中〜大野見線
上久万秋,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
荒神橋,高知東部交通（株）,室戸-甲浦線
佐渡堰堤,高知高陵交通（株）,梼原〜松原線
佐渡,高知高陵交通（株）,梼原〜松原線
久万秋,（株）四万十交通,萩中〜大野見線
